transaction_id,transaction_amount,time_of_day,distance_from_home_km,num_transactions_24h,merchant_risk_score,is_fraud
4747,73.36,17,5.81,5,0.697,0
4748,26.72,10,10.81,1,0.467,0
4749,36.18,12,29.23,3,0.214,0
4750,51.2,20,22.86,3,0.17,0
4751,87.64,4,4.5,0,0.402,0
4752,94.7,1,13.63,3,0.056,0
4753,103.87,3,4.66,2,0.171,0
4754,68.51,23,4.32,2,0.246,0
4755,23.18,22,6.43,2,0.013,0
4756,283.86,15,20.42,4,0.048,0
4757,16.53,12,6.53,7,0.057,0
4758,73.2,10,9.9,4,0.0,0
4759,144.12,13,0.43,3,0.0,0
4760,45.82,2,10.98,4,0.126,0
4761,93.19,16,0.48,0,0.065,0
4762,95.22,23,19.91,1,0.329,0
4763,120.05,14,18.36,3,0.148,0
4764,13.75,10,4.48,1,0.088,0
4765,25.75,21,2.19,4,0.0,0
4766,142.38,8,7.53,1,0.025,0
4767,40.51,8,0.4,1,0.124,0
4768,18.45,4,29.06,6,0.378,0
4769,21.78,20,5.44,2,0.517,0
4770,49.14,10,19.44,0,0.0,0
4771,71.53,6,7.87,1,0.317,0
4772,17.73,13,82.72,2,0.201,0
4773,21.82,21,2.04,1,0.334,0
4774,294.52,14,13.19,2,0.421,0
4775,7.08,5,3.45,0,0.231,0
4776,83.04,12,4.04,3,0.432,0
4777,80.41,5,8.17,1,0.056,0
4778,125.03,17,19.75,6,0.399,1
4779,29.29,5,8.89,1,0.36,0
4780,78.66,9,19.7,0,0.164,0
4781,92.61,7,4.87,0,0.507,0
4782,73.0,18,2.74,2,0.056,0
4783,50.7,0,33.12,2,0.245,0
4784,44.5,8,6.6,0,0.091,0
4785,67.23,0,9.34,1,0.521,0
4786,73.89,14,13.18,1,0.549,0
4787,10.33,10,4.37,2,0.0,0
4788,39.93,18,9.0,2,0.38,0
4789,31.55,6,10.25,3,0.426,0
4790,94.68,5,11.27,1,0.242,0
4791,68.67,19,1.6,2,0.522,0
4792,42.53,6,3.5,0,0.456,0
4793,47.77,5,2.23,1,0.326,0
4794,45.33,2,0.18,3,0.004,0
4795,43.99,20,8.54,1,0.547,0
4796,200.5,15,10.85,1,0.12,0
4797,19.76,5,28.49,3,0.163,0
4798,75.24,0,14.32,1,0.399,0
4799,74.3,7,8.97,0,0.077,0
4800,73.24,4,4.38,3,0.192,0
4801,26.93,1,16.49,2,0.0,0
4802,211.76,7,23.19,1,0.134,0
4803,45.46,15,4.96,6,0.197,0
4804,65.96,17,5.0,1,0.102,0
4805,7.94,16,4.09,0,0.096,0
4806,25.94,20,5.6,3,0.125,0
4807,36.1,15,37.11,2,0.328,0
4808,82.82,7,29.71,4,0.324,0
4809,44.69,6,16.88,6,0.358,0
4810,127.63,3,34.16,0,0.681,0
4811,25.11,13,35.6,1,0.055,0
4812,20.39,7,4.88,5,0.579,0
4813,199.99,22,22.02,3,0.0,0
4814,150.04,10,27.98,2,0.481,0
4815,81.27,19,1.75,1,0.143,0
4816,68.69,11,34.07,3,0.013,0
4817,17.2,15,8.26,3,0.243,0
4818,215.0,7,8.88,2,0.376,0
4819,113.16,9,18.96,2,0.635,0
4820,5.7,2,35.54,1,0.386,0
4821,256.45,3,16.02,0,0.188,0
4822,13.92,15,9.48,3,0.399,0
4823,28.89,22,32.67,0,0.455,0
4824,105.46,12,25.99,3,0.302,0
4825,127.88,17,4.65,1,0.463,0
4826,44.11,13,12.98,0,0.036,0
4827,71.87,21,10.94,3,0.126,0
4828,66.36,12,30.16,4,0.393,0
4829,14.04,2,3.04,1,0.136,0
4830,10.47,18,3.03,1,0.157,0
4831,25.73,18,26.09,3,0.321,0
4832,194.26,11,47.31,2,0.68,1
4833,167.55,20,3.78,2,0.211,0
4834,33.38,17,21.42,2,0.092,0
4835,23.26,23,5.25,0,0.384,0
4836,51.34,10,25.58,0,0.321,0
4837,8.94,11,6.03,1,0.182,0
4838,59.01,0,5.29,2,0.0,0
4839,65.52,19,18.61,2,0.0,0
4840,101.34,3,0.46,1,0.339,0
4841,87.78,20,3.06,2,0.063,0
4842,70.98,8,7.45,1,0.081,0
4843,344.18,13,22.68,3,0.332,0
4844,37.78,17,22.0,2,0.226,0
4845,26.35,5,0.52,0,0.0,0
4846,29.14,19,10.02,4,0.062,0
4847,5.49,19,4.38,3,0.0,0
4848,184.74,21,10.36,2,0.0,0
4849,9.43,12,61.45,1,0.159,0
4850,5.65,14,8.98,0,0.315,0
4851,31.56,0,6.03,4,0.09,0
4852,106.47,1,4.8,2,0.253,0
4853,77.66,9,1.36,1,0.533,0
4854,68.47,1,4.9,3,0.081,0
4855,52.18,18,25.54,0,0.237,0
4856,78.19,15,7.22,1,0.163,0
4857,86.51,8,13.1,2,0.01,0
4858,53.78,3,71.17,3,0.152,0
4859,26.51,6,6.32,1,0.434,0
4860,47.48,15,11.38,5,0.424,0
4861,44.31,6,16.46,2,0.342,0
4862,119.03,5,0.71,1,0.019,0
4863,13.98,6,11.68,2,0.302,0
4864,155.09,0,19.84,0,0.417,0
4865,45.1,22,24.62,1,0.379,0
4866,148.34,10,2.86,3,0.101,0
4867,22.16,10,14.73,2,0.039,0
4868,26.48,20,29.69,3,0.229,0
4869,70.98,19,58.28,0,0.244,0
4870,7.83,8,2.05,2,0.276,0
4871,40.48,19,23.74,1,0.338,0
4872,10.31,3,26.19,1,0.186,0
4873,72.21,15,37.39,2,0.0,0
4874,125.75,23,44.93,3,0.001,0
4875,151.88,21,3.5,2,0.148,0
4876,18.86,13,18.7,0,0.306,0
4877,30.92,21,39.13,1,0.649,0
4878,7.99,19,2.89,3,0.037,0
4879,68.33,22,4.72,0,0.0,0
4880,8.8,19,46.31,4,0.284,0
4881,49.53,11,19.5,0,0.0,0
4882,22.45,3,35.81,3,0.449,0
4883,32.27,1,32.98,1,0.568,0
4884,125.89,1,17.5,5,0.158,0
4885,54.73,5,6.52,2,0.167,0
4886,27.53,2,0.31,1,0.386,0
4887,41.92,12,78.49,2,0.364,0
4888,24.83,12,2.67,1,0.677,0
4889,86.94,1,25.51,2,0.219,0
4890,293.36,4,13.36,4,0.898,1
4891,50.98,5,8.67,3,0.099,0
4892,81.39,8,0.55,1,0.259,0
4893,71.61,3,0.07,4,0.294,0
4894,75.61,9,14.58,3,0.177,0
4895,18.26,17,1.87,2,0.551,0
4896,70.37,6,15.18,3,0.873,0
4897,20.92,23,63.09,1,0.338,0
4898,9.6,23,3.88,0,0.709,0
4899,41.2,8,0.99,2,0.229,0
4900,18.79,20,11.4,3,0.299,0
4901,79.04,20,16.64,0,0.254,0
4902,36.05,20,38.18,2,0.0,0
4903,57.69,14,0.82,1,0.221,0
4904,136.36,17,20.33,1,0.059,0
4905,140.73,4,41.8,1,0.028,0
4906,205.51,23,42.26,0,0.09,0
4907,146.26,23,8.94,1,0.34,0
4908,56.87,8,21.72,4,0.271,0
4909,25.01,13,23.35,1,0.0,0
4910,271.26,8,9.97,2,0.0,0
4911,267.9,16,62.66,2,0.277,0
4912,17.23,13,30.35,2,0.376,0
4913,71.53,8,9.1,2,0.231,0
4914,100.26,5,35.83,1,0.216,0
4915,5.06,2,7.79,1,0.403,0
4916,125.26,16,2.66,1,0.087,0
4917,61.72,20,1.82,0,0.198,0
4918,83.09,2,15.94,1,0.031,0
4919,15.27,12,17.07,3,0.239,0
4920,99.74,23,11.73,4,0.259,0
4921,75.76,23,1.24,0,0.0,0
4922,13.47,18,7.42,2,0.097,0
4923,51.05,9,14.64,1,0.548,0
4924,31.87,0,2.28,0,0.107,0
4925,78.24,3,5.61,0,0.326,0
4926,74.39,3,2.36,0,0.24,0
4927,127.22,1,37.34,3,0.452,0
4928,96.46,17,9.08,3,0.189,0
4929,51.93,21,0.72,2,0.365,0
4930,15.03,18,26.5,0,0.385,0
4931,329.73,8,3.61,1,0.106,0
4932,104.98,23,29.47,3,0.093,0
4933,81.59,20,6.12,3,0.375,0
4934,211.54,13,36.0,2,0.389,0
4935,267.42,16,8.72,0,0.331,0
4936,129.01,14,29.12,4,0.0,0
4937,22.01,2,7.75,4,0.047,0
4938,51.91,14,4.6,3,0.392,0
4939,19.86,18,7.62,1,0.19,0
4940,11.71,17,8.3,1,0.345,0
4941,32.12,2,17.11,0,0.182,0
4942,100.03,13,17.77,3,0.471,0
4943,18.45,22,10.99,1,0.0,0
4944,23.63,4,37.08,1,0.052,0
4945,111.14,7,2.09,1,0.493,0
4946,37.3,11,11.38,2,0.248,0
4947,38.48,7,16.83,2,0.337,0
4948,80.8,22,3.93,2,0.713,0
4949,6.08,3,10.5,0,0.0,0
4950,18.08,3,10.8,1,0.393,0
4951,9.87,23,10.49,2,0.096,0
4952,32.24,6,10.69,0,0.197,0
4953,64.65,22,5.23,4,0.583,0
4954,17.59,12,9.7,3,0.213,0
4955,121.66,8,3.33,4,0.23,0
4956,5.03,7,28.01,2,0.176,0
4957,157.58,21,2.5,0,0.115,0
4958,11.71,11,23.93,2,0.322,0
4959,127.69,8,3.13,5,0.04,0
4960,55.09,17,18.49,0,0.236,0
4961,86.92,21,6.7,2,0.349,0
4962,48.05,18,5.69,4,0.099,0
4963,53.14,6,14.49,3,0.329,0
4964,6.39,1,16.26,3,0.224,0
4965,204.3,21,9.2,5,0.352,0
4966,254.9,13,4.36,2,0.42,0
4967,7.88,12,36.93,2,0.226,0
4968,151.95,16,0.76,1,0.444,0
4969,229.58,2,17.65,1,0.423,0
4970,10.66,2,20.65,3,0.039,0
4971,76.95,0,2.49,3,0.164,0
4972,37.71,23,13.12,1,0.526,0
4973,38.78,6,9.97,4,0.264,0
4974,73.5,0,29.77,3,0.0,0
4975,19.0,1,2.52,2,0.213,0
4976,270.0,19,4.98,1,0.0,0
4977,80.79,5,9.02,1,0.405,0
4978,79.04,20,2.34,2,0.211,0
4979,99.02,22,33.16,1,0.449,0
4980,8.53,11,0.2,3,0.234,0
4981,123.58,3,14.38,3,0.328,0
4982,9.35,17,23.72,3,0.033,0
4983,19.58,7,19.4,3,0.484,0
4984,65.44,15,3.55,4,0.363,0
4985,64.28,14,5.94,5,0.236,0
4986,37.94,10,5.9,0,0.0,0
4987,131.54,20,3.61,5,0.372,0
4988,5.85,5,23.96,2,0.272,0
4989,71.22,15,32.41,1,0.438,0
4990,32.69,17,1.86,1,0.344,0
4991,13.0,6,13.91,0,0.345,0
4992,132.62,11,18.11,2,0.381,0
4993,10.22,8,5.93,4,0.412,0
4994,39.77,8,4.02,1,0.102,0
4995,67.13,21,31.98,1,0.01,0
4996,339.77,17,11.59,2,0.157,0
4997,14.06,23,2.54,2,0.253,0
4998,56.1,20,3.41,3,0.271,0
4999,140.39,21,1.88,1,0.316,0
5000,15.09,23,6.32,2,0.475,0
5001,7.74,3,26.65,1,0.238,0
5002,53.73,6,4.95,1,0.023,0
5003,243.86,3,9.59,1,0.147,0
5004,6.89,15,9.47,2,0.333,0
5005,54.37,20,39.98,1,0.485,0
5006,58.74,21,11.12,2,0.0,0
5007,57.64,19,14.69,3,0.078,0
5008,11.01,8,16.6,4,0.247,0
5009,93.69,12,0.98,2,0.202,0
5010,48.27,3,44.03,0,0.411,0
5011,120.62,23,22.31,1,0.331,0
5012,49.53,0,1.51,2,0.056,0
5013,31.26,2,17.29,4,0.208,0
5014,32.3,14,22.26,0,0.312,0
5015,64.57,19,9.43,2,0.488,0
5016,37.86,6,12.22,1,0.611,0
5017,34.76,9,8.64,2,0.438,0
5018,98.23,23,17.18,3,0.437,0
5019,61.44,21,3.57,1,0.099,0
5020,181.83,14,11.47,2,0.539,0
5021,108.73,18,34.73,1,0.0,0
5022,146.22,6,0.97,4,0.124,0
5023,33.37,17,7.0,1,0.368,0
5024,208.92,13,0.47,3,0.436,0
5025,20.51,23,60.56,4,0.0,0
5026,32.29,10,7.05,4,0.175,0
5027,31.93,13,4.63,1,0.552,0
5028,131.95,1,2.04,3,0.565,0
5029,126.53,1,1.79,2,0.0,0
5030,21.37,0,2.93,4,0.285,0
5031,20.46,20,23.11,1,0.419,0
5032,40.97,13,69.95,4,0.408,0
5033,16.1,19,9.68,2,0.529,0
5034,18.65,9,1.21,3,0.236,0
5035,156.0,13,20.28,1,0.288,0
5036,196.14,14,14.86,1,0.236,0
5037,9.94,3,0.3,0,0.314,0
5038,108.22,22,1.48,3,0.456,0
5039,22.1,3,61.87,1,0.432,0
5040,142.04,7,29.93,3,0.163,0
5041,85.71,22,7.5,1,0.325,0
5042,103.79,14,8.85,0,0.622,0
5043,55.64,19,0.3,7,0.424,0
5044,149.63,18,2.68,2,0.033,0
5045,350.4,9,11.59,5,0.377,0
5046,26.84,20,7.25,2,0.062,0
5047,53.83,21,19.79,5,0.333,0
5048,71.65,3,7.87,3,0.347,0
5049,15.2,23,3.7,5,0.305,0
5050,67.14,23,2.1,3,0.209,0
5051,21.03,0,15.73,1,0.0,0
5052,123.96,3,7.02,6,0.0,0
5053,165.06,21,0.36,2,0.084,0
5054,278.74,14,4.44,0,0.477,0
5055,127.13,13,6.14,2,0.0,0
5056,88.23,13,13.5,2,0.166,0
5057,245.65,18,11.88,0,0.243,0
5058,78.82,7,9.91,3,0.003,0
5059,29.78,0,35.98,2,0.0,0
5060,40.19,5,9.81,1,0.183,0
5061,303.81,2,3.81,1,0.14,0
5062,16.27,22,1.17,4,0.265,0
5063,212.84,23,7.29,2,0.113,0
5064,227.14,18,1.59,1,0.471,0
5065,61.48,8,29.1,0,0.238,0
5066,44.84,0,10.78,3,0.0,0
5067,49.48,20,33.87,1,0.35,0
5068,30.32,3,18.59,5,0.747,0
5069,99.75,0,24.64,1,0.69,0
5070,117.87,22,6.03,4,0.442,0
5071,44.24,3,11.46,1,0.235,0
5072,12.67,23,6.19,1,0.213,0
5073,33.7,14,23.53,0,0.284,0
5074,21.65,3,0.66,0,0.321,0
5075,13.55,3,29.35,2,0.365,0
5076,6.66,15,6.73,1,0.182,0
5077,18.77,21,13.45,2,0.299,0
5078,23.23,1,0.56,3,0.323,0
5079,21.95,20,15.46,3,0.196,0
5080,127.4,9,4.91,3,0.179,0
5081,217.65,8,2.74,1,0.223,0
5082,69.71,7,22.46,3,0.0,0
5083,69.95,4,9.65,5,0.335,0
5084,37.2,17,25.08,6,0.341,0
5085,281.15,16,17.21,2,0.215,0
5086,9.63,11,25.99,1,0.0,0
5087,25.13,2,11.65,2,0.54,0
5088,40.58,17,3.55,2,0.159,0
5089,39.91,11,9.41,1,0.466,0
5090,65.95,10,5.88,2,0.475,0
5091,10.73,15,24.83,3,0.43,0
5092,30.31,14,34.19,2,0.357,0
5093,111.87,17,12.66,6,0.426,0
5094,77.21,12,0.31,1,0.046,0
5095,72.33,12,46.54,2,0.484,0
5096,136.86,14,7.59,2,0.038,0
5097,240.28,1,7.15,2,0.191,0
5098,84.68,21,0.62,3,0.389,0
5099,113.67,23,9.23,0,0.472,0
5100,30.61,8,1.75,2,0.0,0
5101,63.27,23,7.04,2,0.081,0
5102,366.56,0,13.5,0,0.266,0
5103,12.26,4,29.88,4,0.144,0
5104,68.49,18,16.54,1,0.494,0
5105,105.62,18,12.85,2,0.312,0
5106,12.34,20,3.48,1,0.005,0
5107,35.68,18,2.96,1,0.366,0
5108,55.49,1,19.62,3,0.154,0
5109,22.2,18,25.16,1,0.198,0
5110,34.07,11,0.63,2,0.316,0
5111,58.24,13,1.61,2,0.302,0
5112,9.55,0,0.71,2,0.389,0
5113,68.01,5,9.24,1,0.298,0
5114,173.24,2,2.99,1,0.0,0
5115,152.91,1,23.06,1,0.394,0
5116,47.27,22,0.82,1,0.444,0
5117,66.23,4,19.68,1,0.413,0
5118,164.26,3,24.25,1,0.15,0
5119,10.61,6,8.97,3,0.244,0
5120,9.3,14,2.29,2,0.101,0
5121,112.56,14,50.23,2,0.457,0
5122,15.87,22,20.33,4,0.419,0
5123,14.92,9,7.95,3,0.237,0
5124,83.5,4,3.34,1,0.198,0
5125,138.09,16,19.41,3,0.119,0
5126,143.45,20,7.64,0,0.054,0
5127,79.48,11,17.47,0,0.0,0
5128,56.12,23,6.09,1,0.012,0
5129,94.2,19,18.16,2,0.0,0
5130,36.52,7,19.6,0,0.186,0
5131,44.7,13,1.3,1,0.413,0
5132,78.45,15,55.46,0,0.145,0
5133,30.91,9,6.66,4,0.649,0
5134,25.0,6,4.65,0,0.0,0
5135,27.07,4,4.69,2,0.506,0
5136,15.6,11,11.0,3,0.054,0
5137,23.36,22,14.07,2,0.011,0
5138,131.74,4,12.25,0,0.048,0
5139,21.08,23,5.74,0,0.0,0
5140,81.28,1,30.06,2,0.0,0
5141,72.14,11,4.47,0,0.429,0
5142,185.59,5,4.77,4,0.308,0
5143,105.55,23,5.36,1,0.271,0
5144,249.82,17,11.03,0,0.632,0
5145,117.63,2,10.35,1,0.0,0
5146,107.14,0,18.91,3,0.013,0
5147,241.36,12,14.27,3,0.214,0
5148,29.69,16,1.87,2,0.229,0
5149,80.67,21,0.52,1,0.085,0
5150,64.11,13,9.62,3,0.471,0
5151,159.31,2,8.37,1,0.319,0
5152,23.79,13,14.17,2,0.261,0
5153,5.02,21,75.01,2,0.264,0
5154,28.53,6,12.5,3,0.77,0
5155,43.44,4,20.72,6,0.124,0
5156,10.98,17,3.9,5,0.365,0
5157,177.9,12,4.29,1,0.07,0
5158,31.01,8,78.0,2,0.517,0
5159,43.55,18,14.03,2,0.637,0
5160,26.29,16,24.85,3,0.348,0
5161,50.04,15,1.46,1,0.294,0
5162,25.8,17,3.95,3,0.127,0
5163,61.55,19,6.68,3,0.402,0
5164,42.97,13,29.98,3,0.592,0
5165,69.33,16,25.39,3,0.167,0
5166,19.42,18,0.66,1,0.314,0
5167,45.01,2,13.3,1,0.218,0
5168,59.55,22,10.63,2,0.256,0
5169,73.38,17,27.65,2,0.509,0
5170,17.32,9,1.28,1,0.516,0
5171,227.1,13,45.77,4,0.417,0
5172,5.06,19,4.2,4,0.289,0
5173,124.4,5,15.88,1,0.369,0
5174,28.52,21,8.37,1,0.392,0
5175,373.4,22,0.21,1,0.39,0
5176,21.18,12,18.65,0,0.292,0
5177,61.48,5,57.94,3,0.17,0
5178,48.2,23,19.82,0,0.561,0
5179,33.87,19,1.88,2,0.354,0
5180,159.75,2,6.34,4,0.205,0
5181,86.54,21,28.14,4,0.119,0
5182,15.79,9,4.15,5,0.363,0
5183,57.99,16,1.95,3,0.085,0
5184,10.52,2,21.23,1,0.727,0
5185,40.73,23,24.0,3,0.157,0
5186,9.36,1,11.84,2,0.452,0
5187,7.43,11,2.81,4,0.366,0
5188,43.48,3,7.38,1,0.12,0
5189,32.63,7,9.8,3,0.287,0
5190,58.57,9,27.55,1,0.235,0
5191,9.12,17,29.44,1,0.485,0
5192,107.8,14,12.95,6,0.264,0
5193,56.65,8,34.23,1,0.501,0
5194,118.65,0,2.59,3,0.057,0
5195,73.22,20,10.37,2,0.172,0
5196,118.51,21,18.08,4,0.414,0
5197,114.42,7,15.63,1,0.285,0
5198,53.71,11,7.14,3,0.0,0
5199,96.26,21,4.46,4,0.449,0
5200,127.06,14,1.22,0,0.297,0
5201,42.82,8,4.91,3,0.37,0
5202,231.64,21,37.52,2,0.405,0
5203,119.8,6,22.23,0,0.434,0
5204,180.32,22,40.55,2,0.419,0
5205,97.38,3,0.62,1,0.0,0
5206,223.52,3,1.87,2,0.0,0
5207,19.98,8,1.81,3,0.26,0
5208,135.05,5,34.04,3,0.0,0
5209,56.74,12,29.04,5,0.369,0
5210,55.51,11,46.91,4,0.103,0
5211,207.54,6,1.76,1,0.044,0
5212,51.3,7,74.23,2,0.145,0
5213,59.99,15,8.0,3,0.214,0
5214,278.86,8,6.72,4,0.475,0
5215,58.68,23,3.68,3,0.34,0
5216,68.45,12,2.7,0,0.0,0
5217,24.35,5,1.25,1,0.026,0
5218,26.59,19,11.15,0,0.086,0
5219,8.63,10,34.54,0,0.19,0
5220,63.43,2,5.2,1,0.331,0
5221,42.0,18,19.29,2,0.376,0
5222,9.52,9,3.25,1,0.07,0
5223,177.42,19,10.98,2,0.404,0
5224,12.02,6,5.05,1,0.117,0
5225,50.37,18,9.22,3,0.28,0
5226,13.9,5,1.51,3,0.352,0
5227,10.25,2,1.42,1,0.467,0
5228,43.04,6,3.39,4,0.222,0
5229,62.03,6,11.94,3,0.629,0
5230,9.57,21,19.93,2,0.677,0
5231,11.37,10,8.52,1,0.33,0
5232,5.0,11,2.21,3,0.308,0
5233,31.68,6,1.4,1,0.308,0
5234,64.47,19,26.77,1,0.179,0
5235,49.32,14,113.5,2,0.241,0
5236,101.33,18,19.04,3,0.407,0
5237,65.61,22,24.22,1,0.288,0
5238,68.06,5,29.1,2,0.348,0
5239,27.43,18,6.77,4,0.087,0
5240,7.44,11,15.03,5,0.18,0
5241,66.71,3,6.41,0,0.201,0
5242,22.18,21,49.02,4,0.099,0
5243,203.26,8,9.17,3,0.049,0
5244,43.91,7,19.38,2,0.174,0
5245,71.8,19,30.51,1,0.443,0
5246,65.14,11,31.58,2,0.217,0
5247,9.65,9,6.22,1,0.0,0
5248,33.32,7,13.29,5,0.501,0
5249,88.05,3,14.92,3,0.499,0
5250,164.36,8,1.79,2,0.084,0
5251,120.56,1,46.11,2,0.051,0
5252,15.57,12,10.0,1,0.185,0
5253,161.5,2,16.32,1,0.0,0
5254,17.8,22,21.37,1,0.251,0
5255,131.26,20,10.92,3,0.414,0
5256,8.93,21,18.22,2,0.513,0
5257,37.37,17,0.9,0,0.073,0
5258,68.69,5,3.45,2,0.0,0
5259,44.04,18,13.07,1,0.509,0
5260,12.19,6,15.22,5,0.147,0
5261,60.38,4,17.15,1,0.333,0
5262,139.67,21,10.65,2,0.203,0
5263,12.34,18,0.1,1,0.204,0
5264,79.83,5,2.46,1,0.141,0
5265,52.32,2,32.02,1,0.426,0
5266,59.94,14,10.32,3,0.151,0
5267,15.09,17,18.62,2,0.058,0
5268,18.97,2,9.1,4,0.331,0
5269,41.08,6,1.03,2,0.234,0
5270,88.86,1,7.42,1,0.6814486124838531,0
5271,13.1,18,0.23,1,0.233,0
5272,67.92,6,2.09,3,0.153,0
5273,46.84,18,18.12,4,0.434,0
5274,73.27,19,18.52,1,0.555,0
5275,30.44,4,15.01,1,0.213,0
5276,20.82,12,1.33,3,0.508,0
5277,112.66,16,33.0,4,0.0,0
5278,63.56,21,0.7,3,0.287,0
5279,96.98,10,6.85,5,0.19,0
5280,96.55,9,32.95,3,0.337,0
5281,65.85,2,16.63,4,0.491,0
5282,215.45,4,35.67,2,0.287,0
5283,29.09,12,0.9,3,0.301,0
5284,52.94,12,3.03,2,0.36,0
5285,193.96,22,0.18,4,0.196,0
5286,28.67,9,67.32,4,0.187,0
5287,52.69,0,3.28,1,0.114,0
5288,88.33,9,9.98,1,0.206,0
5289,28.14,13,10.44,3,0.0,0
5290,15.19,14,7.29,3,0.29,0
5291,69.84,7,37.98,1,0.0,0
5292,33.9,16,1.59,2,0.017,0
5293,26.95,12,6.42,5,0.316,0
5294,141.52,15,3.91,2,0.317,0
5295,39.43,21,88.95,2,0.137,0
5296,36.71,15,6.02,1,0.318,0
5297,65.85,11,13.88,2,0.222,0
5298,55.32,21,0.27,1,0.348,0
5299,100.01,22,9.4,2,0.172,0
5300,120.38,23,6.17,1,0.586,0
5301,61.96,23,14.33,3,0.356,0
5302,35.68,22,6.17,4,0.284,0
5303,37.1,18,12.03,6,0.313,0
5304,165.18,13,38.12,1,0.596,0
5305,112.26,15,6.94,2,0.275,0
5306,19.95,8,12.88,2,0.077,0
5307,46.2,16,2.0,3,0.532,0
5308,91.49,10,17.19,2,0.061,0
5309,51.09,10,2.65,6,0.183,0
5310,39.54,20,2.17,3,0.243,0
5311,162.17,7,72.88,3,0.0,0
5312,32.57,9,75.39,2,0.499,0
5313,43.46,8,10.04,1,0.565,0
5314,56.3,22,49.68,4,0.27,0
5315,16.37,7,29.58,0,0.107,0
5316,77.06,0,55.92,1,0.428,0
5317,31.44,10,26.33,2,0.342,0
5318,9.48,6,0.77,3,0.025,0
5319,288.12,14,29.22,2,0.142,0
5320,59.63,9,4.3,1,0.544,0
5321,16.89,21,4.23,3,0.329,0
5322,259.79,1,5.55,0,0.296,0
5323,59.4,6,3.44,0,0.136,0
5324,38.57,15,92.97,0,0.571,0
5325,33.13,11,33.16,1,0.218,0
5326,153.03,22,3.8,2,0.0,0
5327,85.04,15,38.75,4,0.0,0
5328,54.78,9,6.52,2,0.316,0
5329,34.4,10,48.57,1,0.291,0
5330,49.72,22,1.44,1,0.502,0
5331,67.48,5,50.63,2,0.333,0
5332,39.39,9,4.15,0,0.215,0
5333,90.95,17,70.9,1,0.123,0
5334,200.0,3,10.49,1,0.269,0
5335,29.77,17,1.1,3,0.317,0
5336,7.8,1,25.49,1,0.255,0
5337,26.19,13,4.43,1,0.175,0
5338,36.45,14,0.35,1,0.159,0
5339,53.3,2,11.84,3,0.0,0
5340,134.9,14,8.02,0,0.522,0
5341,21.14,14,3.3,3,0.566,0
5342,80.34,12,8.85,2,0.203,0
5343,91.64,9,3.5,0,0.095,0
5344,55.68,17,43.21,3,0.093,0
5345,182.57,0,17.92,0,0.19,0
5346,13.75,13,2.06,2,0.103,0
5347,76.61,8,5.45,2,0.294,0
5348,162.65,16,3.75,0,0.0,0
5349,158.96,0,13.75,1,0.482,0
5350,46.67,2,3.38,3,0.194,0
5351,12.82,18,17.1,2,0.502,0
5352,184.02,3,58.45,1,0.322,0
5353,151.36,23,59.45,2,0.297,0
5354,10.32,2,0.37,2,0.502,0
5355,146.97,7,21.66,3,0.379,1
5356,19.46,18,7.92,1,0.382,0
5357,70.33,17,22.07,2,0.768,0
5358,83.41,5,6.69,1,0.296,0
5359,14.65,6,3.84,0,0.211,0
5360,26.24,12,2.93,1,0.45,0
5361,117.46,19,34.88,1,0.151,0
5362,60.37,3,19.38,3,0.373,0
5363,124.23,11,6.96,3,0.094,0
5364,54.24,23,4.77,0,0.262,0
5365,123.87,23,2.01,1,0.453,0
5366,106.74,15,9.47,1,0.014,0
5367,53.39,12,5.47,0,0.183,0
5368,137.44,13,8.41,3,0.217,0
5369,49.55,9,19.74,2,0.495,0
5370,7.36,5,16.69,2,0.53,0
5371,53.89,13,9.93,0,0.421,0
5372,84.58,7,0.88,3,0.457,0
5373,134.48,11,7.25,3,0.466,0
5374,37.85,0,6.09,2,0.187,0
5375,173.03,20,9.0,1,0.31,0
5376,58.2,13,26.86,4,0.387,0
5377,40.4,9,1.5,0,0.079,0
5378,68.24,21,7.28,2,0.263,0
5379,59.06,4,44.31,2,0.501,0
5380,63.99,17,8.22,6,0.385,1
5381,34.22,2,57.42,4,0.436,0
5382,13.35,14,1.35,2,0.118,0
5383,41.86,20,19.72,1,0.0,0
5384,190.29,8,3.0,1,0.385,0
5385,117.69,0,24.49,1,0.25,0
5386,44.19,22,24.07,3,0.406,0
5387,50.85,9,6.26,1,0.193,0
5388,194.33,2,54.44,2,0.48,0
5389,14.78,1,1.84,2,0.349,0
5390,107.71,0,0.2,1,0.0,0
5391,134.4,5,8.25,0,0.238,0
5392,40.62,7,40.25,4,0.199,0
5393,18.33,20,1.08,2,0.481,0
5394,74.36,23,4.69,3,0.161,0
5395,13.93,11,4.38,1,0.0,0
5396,163.66,20,63.12,1,0.011,0
5397,20.42,12,5.75,2,0.135,0
5398,15.28,17,0.3,1,0.246,0
5399,32.69,18,68.41,2,0.531,0
5400,33.26,7,2.84,1,0.0,0
5401,32.45,17,32.37,1,0.278,0
5402,160.71,8,15.44,1,0.369,0
5403,74.0,6,12.39,2,0.333,0
5404,30.86,15,16.61,2,0.228,0
5405,97.17,14,4.81,1,0.448,0
5406,78.95,4,0.99,5,0.104,0
5407,5.16,3,58.28,0,0.391,0
5408,40.12,12,0.61,2,0.367,0
5409,5.03,12,0.44,2,0.361,0
